Date,S&P 500 Information Technology (Sector) (TR),S&P 500 Information Technology (Sector) (Net TR),S&P 500 Information Technology (Sector),,,,,,
12/21/18,1269.01,261.39,1039.67,,,,,,
12/24/18,1234.4,254.26,1011.31,,,,,,
12/26/18,1309.07,269.64,1072.49,,,,,,
12/27/18,1319.22,271.73,1080.76,,,,,,
12/28/18,1315.93,271.05,1078.06,,,,,,
12/31/18,1328.44,273.62,1088.31,,,,,,
1/2/19,1329.34,273.81,1089.04,,,,,,
1/3/19,1262.47,260,1033.85,,,,,,
1/4/19,1317.96,271.43,1079.29,,,,,,
1/7/19,1329.32,273.77,1088.59,,,,,,
1/8/19,1341.32,276.24,1098.35,,,,,,
1/9/19,1357.93,279.66,1111.92,,,,,,
1/10/19,1364.23,280.95,1117.07,,,,,,
1/11/19,1362.34,280.57,1115.53,,,,,,
1/14/19,1349.86,277.99,1105.31,,,,,,
1/15/19,1370,282.13,1121.68,,,,,,
1/16/19,1370.64,282.26,1122.2,,,,,,
1/17/19,1379.8,284.15,1129.7,,,,,,
1/18/19,1400.4,288.39,1146.57,,,,,,
1/22/19,1375.69,283.31,1126.34,,,,,,
1/23/19,1381.39,284.48,1131,,,,,,
1/24/19,1394.23,287.12,1141.51,,,,,,
1/25/19,1414.41,291.28,1158.04,,,,,,
1/28/19,1394.61,287.2,1141.83,,,,,,
1/29/19,1380.53,284.3,1130.3,,,,,,
1/30/19,1422.55,292.94,1164.51,,,,,,
1/31/19,1420.96,292.61,1163.16,,,,,,
2/1/19,1429.55,294.38,1170.2,,,,,,
2/4/19,1452.44,299.09,1188.93,,,,,,
2/5/19,1465.32,301.74,1199.45,,,,,,
2/6/19,1469.31,302.54,1202.35,,,,,,
2/7/19,1448.61,298.25,1185.04,,,,,,
2/8/19,1456.74,299.86,1190.85,,,,,,
2/11/19,1456.81,299.87,1190.9,,,,,,
2/12/19,1476.66,303.96,1207.13,,,,,,
2/13/19,1478.72,304.38,1208.81,,,,,,
2/14/19,1480.7,304.78,1210.29,,,,,,
2/15/19,1492.42,307.19,1219.86,,,,,,
2/19/19,1492.67,307.24,1220.06,,,,,,
2/20/19,1494.52,307.54,1220.55,,,,,,
2/21/19,1495.32,307.7,1221.16,,,,,,
2/22/19,1514.56,311.66,1236.87,,,,,,
2/25/19,1522.08,313.21,1242.99,,,,,,
2/26/19,1525.08,313.83,1245.45,,,,,,
2/27/19,1523.61,313.52,1244.17,,,,,,
2/28/19,1518.91,312.55,1240.23,,,,,,
3/1/19,1529.67,314.76,1249.02,,,,,,
3/4/19,1523.71,313.53,1244.15,,,,,,
3/5/19,1519.3,312.62,1240.55,,,,,,
3/6/19,1511.22,310.95,1233.76,,,,,,
3/7/19,1497.43,308.1,1222.4,,,,,,
3/8/19,1497.05,308.02,1222.09,,,,,,
3/11/19,1529.5,314.7,1248.58,,,,,,
3/12/19,1537.58,316.36,1255.07,,,,,,
3/13/19,1548.12,318.52,1263.67,,,,,,
3/14/19,1551.37,319.19,1266.24,,,,,,
3/15/19,1570.25,323.07,1281.64,,,,,,
3/18/19,1576.68,324.39,1286.87,,,,,,
3/19/19,1579.94,325.06,1289.45,,,,,,
3/20/19,1575.93,324.21,1285.9,,,,,,
3/21/19,1614.88,332.22,1317.68,,,,,,
3/22/19,1577,324.43,1286.77,,,,,,
3/25/19,1570.73,323.14,1281.66,,,,,,
3/26/19,1579.53,324.95,1288.82,,,,,,
3/27/19,1570.9,323.17,1281.78,,,,,,
3/28/19,1576.86,324.4,1286.59,,,,,,
3/29/19,1592.26,327.57,1299.16,,,,,,
4/1/19,1614.62,332.17,1317.4,,,,,,
4/2/19,1619.51,333.17,1321.39,,,,,,
4/3/19,1632.99,335.94,1332.39,,,,,,
4/4/19,1626.36,334.55,1326.56,,,,,,
4/5/19,1633.31,335.98,1332.22,,,,,,
4/8/19,1640.03,337.35,1337.63,,,,,,
4/9/19,1631.5,335.6,1330.64,,,,,,
4/10/19,1643.47,338.03,1340,,,,,,
4/11/19,1641.43,337.61,1338.34,,,,,,
4/12/19,1652.81,339.95,1347.62,,,,,,
4/15/19,1652.2,339.82,1347.12,,,,,,
4/16/19,1660.23,341.48,1353.67,,,,,,
4/17/19,1669.87,343.46,1361.53,,,,,,
4/18/19,1674.59,344.43,1365.38,,,,,,
4/22/19,1678.4,345.21,1368.48,,,,,,
4/23/19,1697.33,349.11,1383.91,,,,,,
4/24/19,1697.18,349.08,1383.8,,,,,,
4/25/19,1697.17,349.07,1383.78,,,,,,
4/26/19,1691.17,347.84,1378.9,,,,,,
4/29/19,1691.08,347.82,1378.82,,,,,,
4/30/19,1694.68,348.56,1381.76,,,,,,
5/1/19,1690.09,347.62,1378.01,,,,,,
5/2/19,1680.98,345.74,1370.58,,,,,,
5/3/19,1697.11,349.05,1383.55,,,,,,
5/6/19,1683.71,346.26,1372.25,,,,,,
5/7/19,1648.07,338.93,1343.21,,,,,,
5/8/19,1645.31,338.37,1340.96,,,,,,
5/9/19,1634.59,336.13,1331.85,,,,,,
5/10/19,1638.61,336.89,1334.23,,,,,,
5/13/19,1577.82,324.39,1284.72,,,,,,
5/14/19,1603.14,329.59,1305.26,,,,,,
5/15/19,1620.06,333,1318.1,,,,,,
5/16/19,1636.21,336.31,1331.12,,,,,,
5/17/19,1622.77,333.55,1320.19,,,,,,
5/20/19,1594.5,327.74,1297.15,,,,,,
5/21/19,1613.64,331.67,1312.69,,,,,,
5/22/19,1604.57,329.8,1305.25,,,,,,
5/23/19,1576.89,324.11,1282.69,,,,,,
5/24/19,1577.67,324.26,1283.32,,,,,,
5/28/19,1572.45,323.19,1279.08,,,,,,
5/29/19,1563.1,321.27,1271.44,,,,,,
5/30/19,1572.65,323.22,1279.09,,,,,,
5/31/19,1547.48,318.05,1258.6,,,,,,
6/3/19,1520.29,312.46,1236.49,,,,,,
6/4/19,1569.93,322.66,1276.85,,,,,,
6/5/19,1591.8,327.14,1294.44,,,,,,
6/6/19,1609.11,330.7,1308.5,,,,,,
6/7/19,1640.1,337.07,1333.69,,,,,,
6/10/19,1656.2,340.37,1346.78,,,,,,
6/11/19,1656.69,340.46,1347.03,,,,,,
6/12/19,1647.13,338.5,1339.26,,,,,,
6/13/19,1650.95,339.27,1342.19,,,,,,
6/14/19,1637.28,336.46,1331.07,,,,,,
6/17/19,1640,337.02,1333.28,,,,,,
6/18/19,1668.25,342.82,1356.19,,,,,,
6/19/19,1675.52,344.31,1362.09,,,,,,
6/20/19,1699.5,349.24,1381.59,,,,,,
6/21/19,1692.05,347.69,1375.25,,,,,,
6/24/19,1694.6,348.22,1377.33,,,,,,
6/25/19,1663.46,341.82,1352.02,,,,,,
6/26/19,1681.64,345.55,1366.8,,,,,,
6/27/19,1686.38,346.52,1370.6,,,,,,
6/28/19,1688.79,347.02,1372.56,,,,,,
7/1/19,1713.22,352.04,1392.41,,,,,,
7/2/19,1718.13,353.05,1396.41,,,,,,
7/3/19,1730.31,355.52,1405.88,,,,,,
7/5/19,1726.97,354.83,1403.17,,,,,,
7/8/19,1714.46,352.25,1392.92,,,,,,
7/9/19,1719.89,353.37,1397.3,,,,,,
7/10/19,1733.68,356.2,1408.51,,,,,,
7/11/19,1739.55,357.41,1413.28,,,,,,
7/12/19,1753.39,360.25,1424.52,,,,,,
7/15/19,1758.65,361.33,1428.79,,,,,,
7/16/19,1742.84,358.07,1415.8,,,,,,
7/17/19,1737.73,357.02,1411.65,,,,,,
7/18/19,1751.73,359.9,1423.02,,,,,,
7/19/19,1742.03,357.9,1415.14,,,,,,
7/22/19,1763.33,362.28,1432.44,,,,,,
7/23/19,1773.11,364.29,1440.39,,,,,,
7/24/19,1788.33,367.42,1452.75,,,,,,
7/25/19,1774.19,364.51,1441.26,,,,,,
7/26/19,1784.1,366.55,1449.31,,,,,,
7/29/19,1783.2,366.36,1448.58,,,,,,
7/30/19,1771,363.84,1438.48,,,,,,
7/31/19,1745.04,358.51,1417.35,,,,,,
8/1/19,1735.73,356.59,1409.78,,,,,,
8/2/19,1706.54,350.6,1386.07,,,,,,
8/5/19,1637.11,336.33,1329.68,,,,,,
8/6/19,1663.93,341.81,1351.07,,,,,,
8/7/19,1674.55,343.99,1359.7,,,,,,
8/8/19,1715,352.28,1392.17,,,,,,
8/9/19,1694.7,348.04,1374.82,,,,,,
8/12/19,1673.42,343.67,1357.55,,,,,,
8/13/19,1714.75,352.16,1391.09,,,,,,
8/14/19,1662.63,341.38,1347.85,,,,,,
8/15/19,1659.66,340.76,1345.34,,,,,,
8/16/19,1690.85,347.17,1370.62,,,,,,
8/19/19,1717.17,352.57,1391.95,,,,,,
8/20/19,1708.15,350.72,1384.62,,,,,,
8/21/19,1728.39,354.87,1400.95,,,,,,
8/22/19,1723.93,353.95,1397.29,,,,,,
8/23/19,1666.97,342.25,1351.11,,,,,,
8/26/19,1690.25,347.03,1369.95,,,,,,
8/27/19,1687.98,346.56,1368.12,,,,,,
8/28/19,1689.66,346.9,1369.42,,,,,,
8/29/19,1718.96,352.91,1393.07,,,,,,
8/30/19,1719.18,352.96,1393.25,,,,,,
9/3/19,1697.51,348.51,1375.65,,,,,,
9/4/19,1726.53,354.46,1399.16,,,,,,
9/5/19,1763.27,362.01,1428.93,,,,,,
9/6/19,1760.61,361.46,1426.76,,,,,,
9/9/19,1747.93,358.86,1416.49,,,,,,
9/10/19,1739.47,357.11,1409.53,,,,,,
9/11/19,1757.29,360.75,1423.77,,,,,,
9/12/19,1766.27,362.58,1430.86,,,,,,
9/13/19,1754.46,360.16,1421.26,,,,,,
9/16/19,1749.72,359.18,1417.4,,,,,,
9/17/19,1755.82,360.43,1422.34,,,,,,
9/18/19,1756.96,360.67,1423.27,,,,,,
9/19/19,1760.71,361.44,1426.3,,,,,,
9/20/19,1741.34,357.44,1410.34,,,,,,
9/23/19,1745.33,358.26,1413.57,,,,,,
9/24/19,1727.49,354.6,1399.08,,,,,,
9/25/19,1748.89,358.99,1416.42,,,,,,
9/26/19,1749.58,359.13,1416.98,,,,,,
9/27/19,1727.18,354.53,1398.82,,,,,,
9/30/19,1745.19,358.22,1413.36,,,,,,
10/1/19,1730.35,355.18,1401.34,,,,,,
10/2/19,1696.12,348.15,1373.62,,,,,,
10/3/19,1717.66,352.54,1390.61,,,,,,
10/4/19,1747.05,358.57,1414.4,,,,,,
10/7/19,1738.68,356.85,1407.63,,,,,,
10/8/19,1707.2,350.39,1382.07,,,,,,
10/9/19,1732.2,355.5,1402.13,,,,,,
10/10/19,1743.25,357.77,1411.07,,,,,,
10/11/19,1769.24,363.11,1432.11,,,,,,
10/14/19,1767.44,362.74,1430.66,,,,,,
10/15/19,1786.97,366.74,1446.46,,,,,,
10/16/19,1774.5,364.17,1436.23,,,,,,
10/17/19,1770.35,363.32,1432.88,,,,,,
10/18/19,1754.21,360.01,1419.82,,,,,,
10/21/19,1772.92,363.85,1434.96,,,,,,
10/22/19,1748.61,358.86,1415.29,,,,,,
10/23/19,1750.74,359.3,1417.01,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Source: S&P Dow Jones Indices LLC.

The launch date of the S&P 500 Information Technology (Sector) was June 28, 1996.

All information presented prior to the index launch date is back-tested. Back-tested performance is not actual performance, but is hypothetical. The back-test calculations are based on the same methodology that was in effect when the index was officially launched. Past performance is not an indication or guarantee of future results.  Please see the Performance Disclosure at http://www.spindices.com/regulatory-affairs-disclaimers/ for more information regarding the inherent limitations associated with back-tested performance.

Copyright © 2019 S&P Dow Jones Indices LLC. All rights reserved. Redistribution or reproduction in whole or in part are prohibited without written permission. STANDARD & POOR’S and S&P are registered trademarks of Standard & Poor’s Financial Services LLC (“S&P”); DOW JONES is a registered trademark of Dow Jones Trademark Holdings LLC (“Dow Jones”); and these trademarks have been licensed for use by S&P Dow Jones Indices LLC. S&P Dow Jones Indices LLC, Dow Jones, S&P and their respective affiliates (“S&P Dow Jones Indices”) and third party licensors makes no representation or warranty, express or implied, as to the ability of any index to accurately represent the asset class or market sector that it purports to represent and S&P Dow Jones Indices and its third party licensors shall have no liability for any errors, omissions, or interruptions of any index or the data included therein. Past performance of an index is not an indication or guarantee of future results. This document does not constitute an offer of any services. Except for certain custom index calculation services, all information provided by S&P Dow Jones Indices is general in nature and not tailored to the needs of any person, entity or group of persons. S&P Dow Jones Indices receives compensation in connection with licensing its indices to third parties and providing custom calculation services. It is not possible to invest directly in an index. Exposure to an asset class represented by an index may be available through investable instruments offered by third parties that are based on that index. S&P Dow Jones Indices does not sponsor, endorse, sell, promote or manage any investment fund or other investment product or vehicle that seeks to provide an investment return based on the performance of any Index. S&P Dow Jones Indices LLC is not an investment or tax advisor. S&P Dow Jones Indices makes no representation regarding the advisability of investing in any such investment fund or other investment product or vehicle. A tax advisor should be consulted to evaluate the impact of any tax-exempt securities on portfolios and the tax consequences of making any particular investment decision. Credit-related information and other analyses, including ratings, are generally provided by licensors and/or affiliates of S&P Dow Jones Indices. Any credit-related information and other related analyses and statements are opinions as of the date they are expressed and are not statements of fact. S&P Dow Jones Indices LLC is analytically separate and independent from any other analytical department. For more information on any of our indices please visit www.spdji.com.",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
